candidate,source_signal_id,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,entry_kind,signal_time,entry_touched_at,closed_at,result,close_reason,pnl_pct,r_multiple,position_size_multiplier,allocated_r,entry_price,stop_loss,target_price_1,target_price_2,continuation_quality_ready,continuation_quality_score,market_pressure_4h
baseline,2,1000SHIBUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-23T05:07:58.482377+00:00,2026-04-23T05:07:58.482377+00:00,2026-04-23T08:44:59.999000+00:00,loss,Stale Exit,-0.16420361,-0.4108162,1.2059,-0.49540326,0.00609,0.006065658214285714,0.006114098367857143,0.006138683571428572,False,0.0,0.037796927238422304
baseline,3,SEIUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-23T06:40:50.276974+00:00,2026-04-23T06:40:50.276974+00:00,2026-04-23T09:11:03.307815+00:00,win,Continuation Trail Stop,0.38222035,0.68564852,0.5169,0.35441172,0.06117,0.06082900285714286,0.061507587171428575,0.06185199428571429,False,0.0,0.008468049871024588
baseline,4,MASKUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-23T08:02:10.726639+00:00,2026-04-23T08:02:10.726639+00:00,2026-04-26T23:59:37.848919+00:00,win,Target 2,10.06109109,1.495,1.069,1.598155,0.49675071,0.4633202475,0.529846867875,0.563611635,False,0.0,0.9405775364348672
baseline,5,HYPEUSDT,1h,Continuation,Bullish,Balanced,Low,market,2026-04-23T15:00:11.891755+00:00,2026-04-23T15:00:11.891755+00:00,2026-04-23T21:56:43.350362+00:00,loss,Stale Exit,-0.28347526,-0.25104372,1.2098,-0.30371269,41.56364778,41.09431654178571,42.0892987668,42.50231025642857,False,0.0,-0.1526036243443635
baseline,6,RAVEUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-24T08:04:05.030956+00:00,2026-04-24T08:04:05.030956+00:00,2026-04-24T09:10:12.671664+00:00,loss,Fail-Fast Exit,-1.81079299,-0.63619326,0.8927,-0.56792972,1.03104,1.0016935714285713,1.0600929642857144,1.0897328571428573,False,0.346,0.5204224681897385
baseline,7,MAGMAUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-24T10:26:31.962543+00:00,2026-04-24T10:26:31.962543+00:00,2026-04-24T10:57:02.690677+00:00,win,Partial TP1,0.95483449,0.495,0.4233,0.2095335,0.2214,0.21712928571428572,0.22562800714285716,0.2299414285714286,False,0.2301,0.04154004517764777
baseline,8,GALAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-24T12:04:56.081605+00:00,2026-04-24T12:04:56.081605+00:00,2026-04-24T23:57:14.414203+00:00,win,Target 2,4.44051138,1.495,1.2798,1.913301,0.00328,0.0031825760714285713,0.003376449689285714,0.0034748478571428572,False,0.0,0.6003666512322284
baseline,9,TRUMPUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-24T15:48:45.639282+00:00,2026-04-24T15:48:45.639282+00:00,2026-04-25T23:58:06.071119+00:00,loss,Invalidation,-6.79343828,-1.0,1.0372,-1.0372,2.913,2.7151071428571427,3.1089139285714285,3.308785714285714,False,0.0,0.703740248961152
baseline,10,PIPPINUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-24T20:03:12.819715+00:00,2026-04-24T20:03:12.819715+00:00,2026-04-24T23:59:59.999000+00:00,win,Partial TP1,2.7869592,0.495,1.1114,0.550143,0.02668,0.02517785714285714,0.028167121428571428,0.029684285714285715,False,0.0,0.7691028525455303
baseline,12,FILUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-24T21:44:55.633568+00:00,2026-04-24T21:44:55.633568+00:00,2026-04-28T23:56:54.234221+00:00,loss,Fail-Fast Exit,-2.75423729,-0.36381809,0.9328,-0.33936952,0.944,0.8725357142857142,1.0147496428571428,1.0869285714285715,False,0.0,0.05720649990394683
baseline,13,ENAUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-25T01:33:59.000209+00:00,2026-04-25T01:33:59.000209+00:00,2026-04-25T05:12:49.116208+00:00,win,Continuation Trail Stop,0.45264907,0.91048661,0.6204,0.5648659,0.10905,0.10850785714285714,0.10958672142857141,0.1101342857142857,False,0.3295,-0.023382959010935078
baseline,14,GALAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-25T04:01:35.760746+00:00,2026-04-25T04:01:35.760746+00:00,2026-04-25T11:55:01.240326+00:00,loss,Invalidation,-3.54033101,-1.0,1.2825,-1.2825,0.00369,0.0035593617857142858,0.0038193318321428573,0.0039512764285714284,False,0.3619,0.930206908740746
baseline,15,币安人生USDT,1h,Continuation,Bullish,Trending,High,market,2026-04-25T07:04:44.230290+00:00,2026-04-25T07:04:44.230290+00:00,2026-04-25T10:58:58.711783+00:00,win,Target 2,4.77938712,1.495,1.2825,1.9173375,0.35465,0.34331214285714284,0.36587447857142863,0.3773257142857144,False,0.2232,0.22449479409297743
baseline,16,KATUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:55:37.778942+00:00,loss,Invalidation,-3.56119525,-1.0,1.1318,-1.1318,0.02443,0.02356,0.0252913,0.02617,False,0.3965,-0.8965367461561348
baseline,17,ALGOUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-25T08:00:47.271602+00:00,2026-04-25T08:00:47.271602+00:00,2026-04-25T15:59:59.999000+00:00,loss,Invalidation,-2.83446712,-1.0,1.2825,-1.2825,0.11655,0.11324642857142857,0.12230803571428572,0.12690714285714289,False,0.3619,0.594345637782433
baseline,18,QUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-25T08:56:46.260822+00:00,2026-04-25T08:56:46.260822+00:00,2026-04-25T09:57:49.020914+00:00,loss,Invalidation,-1.34165481,-1.0,0.441,-0.441,0.010741,0.010596892857142859,0.010883666071428572,0.011029214285714285,False,0.3212,-0.26417931914575477
baseline,19,ADAUSDT,15m,Continuation,Bearish,Ranging,Medium,market,2026-04-25T11:44:49.786325+00:00,2026-04-25T11:44:49.786325+00:00,2026-04-25T13:26:38.740462+00:00,loss,Invalidation,-0.27254145,-1.0,1.1922,-1.1922,0.2516,0.2522857142857143,0.2508662857142857,0.2502285714285714,False,0.3196,0.20911764555061185
baseline,20,MOVRUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-04-25T23:12:16.621452+00:00,2026-04-25T23:12:16.621452+00:00,2026-04-26T00:13:23.805582+00:00,loss,Invalidation,-2.03716331,-1.0,0.4603,-0.4603,2.514,2.462785714285714,2.568799285714286,2.6164285714285715,False,0.3196,0.7437894030405284
baseline,21,ENJUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T00:59:13.367085+00:00,2026-04-26T00:59:13.367085+00:00,2026-04-26T01:29:43.538436+00:00,loss,Invalidation,-0.96529571,-1.0,0.4527,-0.4527,0.06471,0.06408535714285715,0.06532839642857143,0.0659592857142857,False,0.2796,0.04831177509499676
baseline,25,KATUSDT,15m,Continuation,Bullish,Balanced,High,pending_limit,2026-04-26T10:32:15.906317+00:00,2026-04-26T10:42:34.098790+00:00,2026-04-26T11:29:54.940960+00:00,win,Partial TP1,1.13345074,0.495,0.8997,0.4453515,0.01285621,0.012561828571428572,0.013147647614285714,0.013444972857142856,False,0.0,-0.01702290038575171
baseline,26,ENSOUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-26T10:47:38.664674+00:00,2026-04-26T10:47:38.664674+00:00,2026-04-26T11:55:37.716802+00:00,loss,Fail-Fast Exit,-1.6261665,-0.29349056,1.0224,-0.30006475,1.0823,1.0223321428571428,1.1416681785714287,1.2022357142857145,False,0.2796,0.8422706682683578
baseline,28,LPTUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-26T10:57:51.411188+00:00,2026-04-26T10:57:51.411188+00:00,2026-04-30T02:36:36.710926+00:00,loss,Invalidation,-6.69282511,-1.0,1.2545,-1.2545,2.23,2.08075,2.3926825,2.5284999999999997,False,0.6562,0.5609321106462067
